Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
Senior Accountant,Confidential Company,"6th of October, Giza, Egypt ",Posted 7 days ago,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance,Accounting | Finance | Financial Management | senior | Senior Accountant | Financial Analysis,https://wuzzuf.net/jobs/p/VjaKVjH2cgBo-Senior-Accountant-Giza-Egypt?o=1594&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Human Resources Generalist,Confidential Company,"Faisal, Giza, Egypt ",Posted 7 days ago,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Medical Insurance + Social insurance",Administration | Human Resources,Employee Relations | HR | HR generalist | Human Resources | Human Resources (HR) | Labor | Personnel | Recruitment | Microsoft Office,https://wuzzuf.net/jobs/p/75fA2ULGcN6I-Human-Resources-Generalist-Giza-Egypt?o=1595&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
HR Generalist,Confidential Company,"Sheraton, Cairo, Egypt ",Posted 7 days ago,1 to 4 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration | Human Resources,Human Resources | Human Resources (HR) | Administration | Business Administration | HR | HR generalist | Personnel | Recruitment | Employee Relations | Labor | Microsoft Office | English,https://wuzzuf.net/jobs/p/kwz5aLrGQEN6-HR-Generalist-Cairo-Egypt?o=1596&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Senior_Technical _Office_Engineer_Electrical,Argynza Constructions,"New Capital, Cairo, Egypt ",Posted 7 days ago,8 to 12 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture,Electrical Engineering | Revit | AutoCAD | Lighting Design | Engineering | Mechanical Engineering | Lighting,https://wuzzuf.net/jobs/p/WMhT0mmFJOCi-SeniorTechnical-OfficeEngineerElectrical-Argynza-Constructions-Cairo-Egypt?o=1597&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/-79280
Senior Internal Auditor,British University of Egypt,"Shorouk City, Cairo, Egypt ",Posted 8 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance | Quality | Analyst/Research,Auditing | Finance | Financial Analysis | MS Office | Accounting | Procedures,https://wuzzuf.net/jobs/p/nirCzwYvQyvS-Senior-Internal-Auditor-British-University-of-Egypt-Cairo-Egypt?o=1598&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/British-University-of-Egypt-Egypt-70684
Senior Factory Production Engineer - Wood & Furniture,Signe for Trade and Furniture,"6th of October, Giza, Egypt ",Posted 8 days ago,5 to 8 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Plus project commission",Manufacturing/Production | Engineering - Mechanical/Electrical,Manufacturing | Production | Furniture Manufactures | Wood Furniture | Engineering | Furniture | CAD | Wood | Mechanical,https://wuzzuf.net/jobs/p/IWuoscukQZTD-Senior-Factory-Production-Engineer---Wood-Furniture-Signe-for-Trade-and-Furniture-Giza-Egypt?o=1599&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Signe-for-trade-and-furniture-Egypt-20460
Real Estate Broker,Regypt Investment,"Maadi, Cairo, Egypt ",Posted 8 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Customer Service/Support | Sales/Retail,CRM | English | Experience | Presentation | Real Estate | Sales Management | sales skills | Sales Target | Presentation Skills,https://wuzzuf.net/jobs/p/u5CkClevoV0W-Real-Estate-Broker-Regypt-Investment-Cairo-Egypt?o=1600&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Regypt-Investment-Egypt-80106
Administration Manager (Glass Factory),Pillars,"6th of October, Giza, Egypt ",Posted 8 days ago,More than 10 years,Manager ,Bachelor's Degree,Confidential,Accounting/Finance | Administration | Human Resources,Human Resources (HR) | Insurance | Labor | MS Office | Payroll | Personnel | Social Insurance | Accounting | Recruitment | Administration | Microsoft Office,https://wuzzuf.net/jobs/p/MH9eCGsD5pri-Administration-Manager-Glass-Factory-Pillars-Giza-Egypt?o=1601&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Pillars-Egypt-4586
Project Manager- Technical Schools Renovation,Misr Elkheir Foundation,"Cairo, Egypt ",Posted 8 days ago,10 to 15 years,Manager ,Bachelor's Degree,Confidential,Project/Program Management | Education/Teaching,PMP | TEVET | Vocational schools | Technical Education | EU projects | Project Management | MS Office,https://wuzzuf.net/jobs/p/AqzJakYDCbFY-Project-Manager--Technical-Schools-Renovation-Misr-Elkheir-Foundation-Cairo-Egypt?o=1602&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Misr-Elkheir-Foundation-Egypt-7932
Project Manager (Roads),Floortec,"Sheikh Zayed, Giza, Egypt ",Posted 8 days ago,15 to 20 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Project/Program Management,Project Management | Project Manager | Projects | Engineering | PMP | Roads | Project | Management | Civil | Construction Engineering | Road Construction | Construction Field | Civil Engineering,https://wuzzuf.net/jobs/p/7YCsXHJpxxbj-Project-Manager-Roads-Floortec-Giza-Egypt?o=1603&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Floortech-Egypt-38619
Production Engineer - Beni Suef,PENCILIGHT,"New Beni Suef, Beni Suef, Egypt ",Posted 8 days ago,0 to 6 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Bonus System Will Be Applied.",Manufacturing/Production | Engineering - Mechanical/Electrical,Production | Manufacturing | Drawings | Machinery | Mechanical Engineering | Technical Management | Metal Laser Cutting | Decorative Lighting | Design | Cost Control | Engineering | Mechanical,https://wuzzuf.net/jobs/p/1iJtgPpLwmdp-Production-Engineer---Beni-Suef-PENCILIGHT-Beni-Suef-Egypt?o=1604&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/PENCILIGHT-Egypt-40235
Warehouse Manager (FOOD),Pillars,"Cairo, Egypt ",Posted 9 days ago,13 to 16 years,Manager ,Bachelor's Degree,Confidential,Logistics/Supply Chain | Operations/Management,Supply Chain | Warehouse Management | Warehouse | Warehousing | Logistics | Third Party | ERP | Food Industry | Business Administration | MS Office,https://wuzzuf.net/jobs/p/UnjFIA5s76GL-Warehouse-Manager-FOOD-Pillars-Cairo-Egypt?o=1605&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Pillars-Egypt-4586
Campaigns Associate,Koinz,"Maadi, Cairo, Egypt ",Posted 9 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Marketing/PR/Advertising | Analyst/Research | Media/Journalism/Publishing,Advertising | campaigns | Marketing | Marketing Campaigns | Public Relations (PR),https://wuzzuf.net/jobs/p/LPqKE9uZblsr-Campaigns-Associate-Koinz-Cairo-Egypt?o=1606&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Koinz-Egypt-55510
Graphic Designer,Argaam,"Mohandessin, Giza, Egypt ",Posted 9 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Creative/Design/Art | Media/Journalism/Publishing,Creative | Graphic Design | Arts | Design | Adobe Photoshop | Adobe Illustrator | Adobe Indesign | Adobe Flash | Adobe Dreamweaver | Photography | 2D | 3D | Photo Editing | Photoshop | Illustrator | Fine Arts | Applied Arts | Adobe,https://wuzzuf.net/jobs/p/iEeVuuS5Q68m-Graphic-Designer-Argaam-Giza-Egypt?o=1607&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/DANAT--Egypt-6668
IT Engineer,ENBLOM ,"New Cairo, Cairo, Egypt ",Posted 12 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,7000 to 10000 EGP Per Month,Installation/Maintenance/Repair | IT/Software Development,Engineering | Computer Science | Information Technology (IT) | System Administration | Construction | Telecom Engineering,https://wuzzuf.net/jobs/p/s5Y6hBlyWwuK-IT-Engineer-ENBLOM-Cairo-Egypt?o=1608&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/ENBLOM-Egypt-47404
Supply Chain Director,Al-Rowad for Plastic Pipes,"10th of Ramadan City, Sharqia, Egypt ",Posted 9 days ago,15 to 20 years,"Senior Management (CEO, GM, Director, Head)",Master's Degree,"Confidential, Social, Medical, Life Insurance
Incentive VS achieving target
Transportation Allowance",Logistics/Supply Chain | Operations/Management | Purchasing/Procurement,Supply Chain | Logistics | Negotiation | Purchasing | Leadership Management | analytical thinking | Operations Management | Analysis | Finance | Computer Science | Engineering | Computer Skills | English | Microsoft Office | Procurement | Supply,https://wuzzuf.net/jobs/p/CJ3Iupffp9Nv-Supply-Chain-Director-Al-Rowad-for-Plastic-Pipes-Sharqia-Egypt?o=1609&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Al-Rowad-for-Plastic-Pipes-Egypt-77773
Production Manager (Pharmaceutical Factory),Confidential Company,"Badr City, Cairo, Egypt ",Posted 9 days ago,3 to 5 years,Manager ,Bachelor's Degree,Confidential,Operations/Management | Manufacturing/Production | Pharmaceutical,Production | Pharmacy | Production Management | Science,https://wuzzuf.net/jobs/p/DEgFKxIv0LPl-Production-Manager-Pharmaceutical-Factory-Cairo-Egypt?o=1610&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
QA Manager (Pharmaceutical Factory),Confidential Company,"Badr City, Cairo, Egypt ",Posted 9 days ago,3 to 5 years,Manager ,Bachelor's Degree,Confidential,Quality | Pharmaceutical,Quality Assurance | QA | Pharmacy | Science,https://wuzzuf.net/jobs/p/Y1fnjZQ5odmj-QA-Manager-Pharmaceutical-Factory-Cairo-Egypt?o=1611&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Payroll Specialist,Confidential Company,"Sheraton, Cairo, Egypt ",Posted 9 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration | Human Resources,Human Resources (HR) | Payroll | HR | Compensation | Benefits | HR Certificate | insurance law | Medical Insurance | Microsoft Office | Personnel | Insurance,https://wuzzuf.net/jobs/p/mVCJQOVWBlKy-Payroll-Specialist-Cairo-Egypt?o=1612&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Sales Account Manager,Robiquity,"Cairo, Egypt ",Posted 9 days ago,5 to 12 years,Manager ,Bachelor's Degree,Confidential,Business Development | Sales/Retail,Sales | Information Technology (IT) | Sales Target | SaaS | UiPath | Robotic Process Automation (RPA) | Blue Prism | Microsoft | Consulting Services | English | Sales Skills,https://wuzzuf.net/jobs/p/GD3oViYoNfWr-Sales-Account-Manager-Robiquity-Cairo-Egypt?o=1613&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Robiquity-Egypt-57118
HSE Officer,Energya Cables,"10th of Ramadan City, Cairo, Egypt ",Posted 9 days ago,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,R&D/Science | Quality | Engineering - Other,HSE | Engineering | Safety | Health | Microsoft Office | ISO | Communication,https://wuzzuf.net/jobs/p/b3Iyr5mgrlMm-HSE-Officer-Energya-Cables-Cairo-Egypt?o=1614&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Energya-Cables-Egypt-49741
Marketing Manager,Confidential Company,"Downtown, Cairo, Egypt ",Posted 9 days ago,8 to 10 years,Manager ,Bachelor's Degree,Confidential,Operations/Management | Marketing/PR/Advertising,Advertising | Creative | Market Research | Marketing | Design | Graphic Design | photoshop | Social Media | Brand | Art,https://wuzzuf.net/jobs/p/t06FtW87Mr20-Marketing-Manager-Cairo-Egypt?o=1615&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Project Manager,Seoudi Supermarket,"Sheikh Zayed, Giza, Egypt ",Posted 9 days ago,3 to 5 years,Manager ,Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Project/Program Management | Engineering - Mechanical/Electrical,Civil Engineering | PMP | Project Management | Electromechanical | Communication skills | Engineering | Project,https://wuzzuf.net/jobs/p/QqhCqGNzaK00-Project-Manager-Seoudi-Supermarket-Giza-Egypt?o=1616&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038
Receptionist / Secretary - Frontdesk,Scan4dent,"New Cairo, Cairo, Egypt ",Posted 10 days ago,0 to 4 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration | Customer Service/Support,Reception | secertary | Office management | Secretary | Time Management | Administration | receptionist,https://wuzzuf.net/jobs/p/Sg2fdRDM1vGi-Receptionist-Secretary---Frontdesk-Scan4dent-Cairo-Egypt?o=1617&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Scan4dent-Egypt-35180
Procurement Manager,Confidential Company,"Sheikh Zayed, Giza, Egypt ",Posted 10 days ago,12 to 14 years,Manager ,Bachelor's Degree,"Confidential, Competitive Package , Medical Insurance, Social Insurance , Transportation And Mobile Line",Operations/Management | Purchasing/Procurement,Procurement | Purchasing | supply chain management | Supply Chain | Logistics | Supply | Operations,https://wuzzuf.net/jobs/p/29HNgdMMHW0r-Procurement-Manager-Giza-Egypt?o=1618&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Broadcast Manager,Mico World Limited,"Maadi, Cairo, Egypt ",Posted 10 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"6000 to 8000 EGP Per Month, Bonus",Operations/Management | Media/Journalism/Publishing,Broadcasting | Social Media | Streaming | live | Adobe Photoshop | Advertising | Customer Service | Sales | Customer Service Management | Marketing | biggo | Liveapp | Microsoft Excel | Microsoft Powerpoint,https://wuzzuf.net/jobs/p/m9AY2Za6OnGU-Broadcast-Manager-Mico-World-Limited-Cairo-Egypt?o=1619&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Mico-Egypt-56910
Export Specialist,Al monairy,"Alsadat City, Monufya, Egypt ",Posted 10 days ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Logistics/Supply Chain | Manufacturing/Production | Sales/Retail,Export | Food | Management | Planning | Sales | Skills | Logistics | English | Supply Chain | Computer Skills,https://wuzzuf.net/jobs/p/T3zYROdyAONw-Export-Specialist-Al-monairy-Monufya-Egypt?o=1620&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078
Accountant,Confidential Company,"New Cairo, Cairo, Egypt ",Posted 29 days ago,3 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance,Accounting | Finance | Financial Management | Financial Analysis | English | Communication skills | MS Office,https://wuzzuf.net/jobs/p/HHa8ZKL2DSSV-Accountant-Cairo-Egypt?o=1621&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
IT Help Desk,Hamza Group,"Dokki, Giza, Egypt ",Posted 1 month ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | IT | Hardware | Network | Computer Science | Technical Support | Installation | Windows 10 | Security | Cloud,https://wuzzuf.net/jobs/p/eQMjC2Sgmsdb-IT-Help-Desk-Hamza-Group-Giza-Egypt?o=1622&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Hamza-Group-Egypt-38289
Odoo Developer - Remotely,Confidential Company,"Cairo, Egypt ",Posted 13 days ago,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Can Have Commission And Other Benefits Based On Performance And Closing Project On Time",Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Python | Odoo | IT | Information Technology (IT) | Computer Science | Telecom Engineering | Functional | English | Communication,https://wuzzuf.net/jobs/p/N3oNrBjG4L98-Odoo-Developer---Remotely-Cairo-Egypt?o=1623&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
OD & Recruitment Specialist,Amer vision,"Sheraton, Cairo, Egypt ",Posted 11 days ago,0 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration | Human Resources,English | Computer Skills | Human Resources (HR) | Management skills | Microsoft Office | HR Diploma | Personnel | Recruitment | HR,https://wuzzuf.net/jobs/p/XGOs9nYwigoa-OD-Recruitment-Specialist-Amer-vision-Cairo-Egypt?o=1624&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Amer-vision-Egypt-64043
IT Specialist-Cairo,Confidential ,"Heliopolis, Cairo, Egypt ",Posted 14 days ago,3 to 4 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Bonus- Social Insurance - Medical Insurance - Mobile Allowance - Rewards",Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Network | Hardware | Computer Engineering | DHCP | Installation | Firewall | IT,https://wuzzuf.net/jobs/p/avx9GWMHfBRm-IT-Specialist-Cairo-Confidential-Cairo-Egypt?o=1625&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/CONFIDENTIAL-Egypt-48666
Security Technical Specialist,Confidential Company,"Giza, Giza, Egypt ",Posted 14 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,CCNA | Security | Computer Science | Engineering,https://wuzzuf.net/jobs/p/OQ91HWJYr8xu-Security-Technical-Specialist-Giza-Egypt?o=1626&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
SAP Basis - ABAP Developer,Confidential Company,"6th of October, Giza, Egypt ",Posted 14 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,SAP | SAP Basis | ABAP | English | Information Technology (IT) | Computer Science,https://wuzzuf.net/jobs/p/LKzsxswDbe9M-SAP-Basis---ABAP-Developer-Giza-Egypt?o=1627&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Senior System Administrator,ITS ,"Cairo, Egypt ",Posted 14 days ago,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Vmware | VMware vSphere | Backup Solutions | System Administration | Communication skills | Computer Science,https://wuzzuf.net/jobs/p/NjBbgpZe71Nq-Senior-System-Administrator-ITS-Cairo-Egypt?o=1628&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/ITS-Egypt-29055
