Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
Pre- School French Teacher,Leap Development Hub,"New Cairo, Cairo, Egypt ",Posted 2 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Social and Medical Insurance",Education/Teaching,french | French Teaching | Teaching | Education | children | Nursery | School | Kids | Software Development | English | Communication,https://wuzzuf.net/jobs/p/1krxdOz5aqyw-Pre--School-French-Teacher-Leap-Development-Hub-Cairo-Egypt?o=620&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Leap-Development-Hub-Egypt-16203
"Full Stack Developer (.NET core , Angular)",Smart IT,"Nasr City, Cairo, Egypt ",Posted 12 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,"30000 to 35000 EGP Per Month, Medical insurance,Social insurance",IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Software Development | Software Engineering | OOP | ASP.NET | C#.Net | ADO.NET | SQL | MySQL | javaScript | Query | HTML | CSS | jQuery | Angular | MSSQL | OOAD | .NET | MVC | C# | HTML5 | Computer Science | Computer Engineering | AngularJS | Angular4 | Angular2 | Angular 8 | .NET 4.5 | Engineering,https://wuzzuf.net/jobs/p/pwS6z1wfqRxA-Full-Stack-Developer-NET-core-Angular-Smart-IT-Cairo-Egypt?o=621&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Smart-IT-Egypt-31254
IT Help Desk Specialist,Confidential Company,"Obour City, Cairo, Egypt ",Posted 12 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Transportation + Medical Insurance  + Life Insurance",Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,IT HelpDesk | Information Technology (IT) | Software | CCNA | Computer Maintenance | Computer Science | Computer Hardware | MSCA | MCSE | Configurations | Microsoft Office | Communications | Technical Support | SPOC | IT Help Desk Support | DNS | DHCP | Troubleshooting | Installation | Help Desk,https://wuzzuf.net/jobs/p/Lq7U6zhgByaB-IT-Help-Desk-Specialist-Cairo-Egypt?o=622&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
DevOps/ProdOPS Engineer,Cegedim,"New Cairo, Cairo, Egypt ",Posted 16 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Bonus, Medical insurance, Social Insurance, Learning plans",IT/Software Development | Engineering - Telecom/Technology,Computer Science | Computer Engineering | Information Technology (IT) | DevOps | ProdOPS | Gradle | Git | Openshift | AngularJS | Sonar | CI/CD | Jenkins | Selenium | Kubernetes | Ansible | Apache2 | AWS | Bash | CD | Docker | Java | Software Development | Software Engineering | Python | Linux,https://wuzzuf.net/jobs/p/UbkCsyl2aBUg-DevOpsProdOPS-Engineer-Cegedim-Cairo-Egypt?o=623&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756
Web Developer,justagain,"New Cairo, Cairo, Egypt ",Posted 11 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,8000 to 12000 EGP Per Month,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | HTML | PHP | Web Development | Web Applications | Software Development | CSS | JavaScript | jQuery | Full Stack Development | MySQL,https://wuzzuf.net/jobs/p/hPvrjx9oe5CX-Web-Developer-justagain-Cairo-Egypt?o=624&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/justagain-Egypt-59331
Senior Java Backend Developer - For USA (Remotely),Mobile Wave 3,"Nasr City, Cairo, Egypt ",Posted 16 days ago,7 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,API | Java | MongoDB | Computer Science | Development | Information Technology (IT) | Git | NoSQL | REST | Software | Software Development | Software Engineering | c++ | Cassandra | Microservices,https://wuzzuf.net/jobs/p/CW3GIWVYsQBA-Senior-Java-Backend-Developer---For-USA-Remotely-Mobile-Wave-3-Cairo-Egypt?o=625&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Mobile-Wave-3-Egypt-6328
Senior Automation Test Engineer - (Java),Cegedim,"New Cairo, Cairo, Egypt ",Posted 16 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Bonus, Medical Insurance, Social Insurance, Learning Plans",IT/Software Development | Quality | Engineering - Telecom/Technology,Agile | API | Computer Science | Information Technology (IT) | QA | Selenium | Software Testing | SQL | Testing | Automation Testing | BDD | Quality | Java | English,https://wuzzuf.net/jobs/p/SFNRJ7J1228s-Senior-Automation-Test-Engineer---Java-Cegedim-Cairo-Egypt?o=626&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756
Senior Business Analyst,CYSHIELD,"Cairo, Egypt ",Posted 16 days ago,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Analyst | business | Analysis | Business Development | Business Analysis | Information Technology (IT) | Software Development | Software | Computer Science | Communication skills | Agile,https://wuzzuf.net/jobs/p/qyEYhkjzrB67-Senior-Business-Analyst-CYSHIELD-Cairo-Egypt?o=627&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/CYSHIELD-Egypt-69799
UI/UX Designer,FIT,"Heliopolis, Cairo, Egypt ",Posted 16 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Agile | Software Development | ui | Mobile Development | Software | UX | Information Technology (IT) | Flutter | HTML5 | CSS3 | Bootstrap | jQuery | JavaScript,https://wuzzuf.net/jobs/p/fUiy5b8sLrY6-UIUX-Designer-FIT-Cairo-Egypt?o=628&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/FIT-Egypt-76142
Sales Executive (Apps & Websites),Confidential Company,"Dokki, Giza, Egypt ",Posted 16 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, commission",Business Development | IT/Software Development | Sales/Retail,B2B | B2C | B2C Sales | Sales | Sales Target | Web Applications | Websites Design | Software Sales | English | sales skills,https://wuzzuf.net/jobs/p/cTLxs6HROp5p-Sales-Executive-Apps-Websites-Giza-Egypt?o=629&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Business Developer,Be Group,"Cairo, Egypt ",Posted 16 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Commission and Bonus",Business Development | Marketing/PR/Advertising | Sales/Retail,Business Development | Digital Marketing | Experience | Marketing | Outdoor | Outdoor Sales | Sales | sales skills | Sales Target | Service | Software | Digital,https://wuzzuf.net/jobs/p/U7DVPYPd3wdd-Business-Developer-Be-Group-Cairo-Egypt?o=630&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Be-4-E-Marketing-Egypt-8577
Senior Load & Performance Test Engineer,Expleo,"Maadi, Cairo, Egypt ",Posted 13 days ago,4 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Agile | DevOps | Engineering | Performance | Testing | JMeter | Software Testing | Load and Performance | Computer Science | Information Technology (IT) | Software Development | Programming | Java | Software Quality,https://wuzzuf.net/jobs/p/e1lZHskhB4RE-Senior-Load-Performance-Test-Engineer-Expleo-Cairo-Egypt?o=646&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SQS-Egypt-Egypt-2422
Accountant,Future For General Supplies & Importing and Subcontracting,"Giza, Egypt ",Posted 7 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance,PFA | Accounting | Financial Accounting | Accounts Payable | Payable Accounting | Treasury Accounting | Accounting Reports | Accounts Receivable | Cost Accounting | ERP System | ERP Software | Microsoft Excel | Finance | Financial Analysis | Financial Management | Advanced Excel,https://wuzzuf.net/jobs/p/f2mqrFhWKsdM-Accountant-Future-For-General-Supplies-Importing-and-Subcontracting-Giza-Egypt?o=647&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Future-For-General-Supplies---Importing-and-Subcontracting-Egypt-63700
Senior Auditor,Finsolutions,"Katameya, Cairo, Egypt ",Posted 13 days ago,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance,Accounting | Finance | Financial Analysis | Auditing | Accounting Offices | GAFI | VAT | Taxes | Audit | English | Microsoft Excel | Accounting Software,https://wuzzuf.net/jobs/p/PzgUeAuKxjcl-Senior-Auditor-FM-Advisors-Cairo-Egypt?o=648&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/fmadvisors-Egypt-45763
Accountant,Menard,"Sheraton, Cairo, Egypt ",Posted 13 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance,Accounting | Accounting Software | Accounts Payable | Finance | General Accounting | Payable | Oracle | Financial Analysis | English | Data Entry,https://wuzzuf.net/jobs/p/7L4Stti0ccLB-Accountant-Menard-Cairo-Egypt?o=649&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Menard-Egypt-66461
Senior Business Analyst,Caelum Egypt,"Dokki, Giza, Egypt ",Posted 17 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Analysis | Business Analysis | Business Development | Engineering | Science | System Analysis | Software | Information Technology (IT) | Computer Science | analytical | Data | Computer Programs,https://wuzzuf.net/jobs/p/ZjOoDVsUqEbH-Senior-Business-Analyst-Caelum-Egypt-Giza-Egypt?o=650&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Caelum-Middle-East-Egypt-3522
CAD Designer,Confidential Company,"10th of Ramadan City, Cairo, Egypt ",Posted 7 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Creative/Design/Art | Engineering - Mechanical/Electrical,CAD Software | AutoCAD Design | Layout Design | Equipment Installation | Site Engineering | AutoCAD | Design | Engineering,https://wuzzuf.net/jobs/p/WnWKaEahsqCB-CAD-Designer-Cairo-Egypt?o=651&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
System Operation Engineer,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt ",Posted 17 days ago,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,UNIX | Linux | VMWare | Automation | Troubleshooting | Engineering | Computer Engineering | Software | Computer | Information Technology (IT) | Computer Science,https://wuzzuf.net/jobs/p/iXD03DiXhRLU-System-Operation-Engineer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=652&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Fawry-Banking---Payment-Technology-Services-Egypt-2878
Senior software Tester,Paxerahealth Corp,"Smart Village, Giza, Egypt ",Posted 2 months ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | ISTQB | Software | Software Development | SQL | Automation | Testing | Security | SDLC | Troubleshooting | Software Engineering | English | Communication | IT | Telecommunication,https://wuzzuf.net/jobs/p/p1urRjzZLPfo-Senior-software-Tester-Paxerahealth-Corp-Giza-Egypt?o=653&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Paxeramed-Corp-Egypt-10265
KNX Engineer,Confidential Company,"Cairo, Egypt ",Posted 7 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Engineering - Mechanical/Electrical,KNX | Engineering | DALI | English | AutoCAD | Microsoft Office | Civil Engineering | Architecture | Communication | CAD Software,https://wuzzuf.net/jobs/p/NSrKebQGUImD-KNX-Engineer-Cairo-Egypt?o=654&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Senior Design Coordinator Engineer,Confidential Company,"Dokki, Giza, Egypt ",Posted 7 days ago,7 to 20 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Creative/Design/Art,CAD | Design | Engineering | English | Management | Project Management | Communication skills | 2D | 3D | Architectural Engineering | Computer Science | Information Technology (IT) | Quality Control | Software Development,https://wuzzuf.net/jobs/p/tEyYE58GwAq5-Senior-Design-Coordinator-Engineer-Giza-Egypt?o=655&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Junior Graphic Designer,Jebal Egypt,"New Cairo, Cairo, Egypt ",Posted 17 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Creative/Design/Art | Media/Journalism/Publishing,Graphic Design | Adobe Photoshop | Adobe Illustrator | Design | Photoshop | Graphic | Adobe | Software | Graphic Designer | Skills | Image Editing | Video Editing | 2D,https://wuzzuf.net/jobs/p/iLqEs6lvIUfX-Junior-Graphic-Designer-Jebal-Egypt-Cairo-Egypt?o=656&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Jebal-Egypt-Egypt-42688
Senior PHP Developer,Daeem Delivery,"Giza, Egypt ",Posted 13 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,PHP | Web Development | Web Design | CS | HTTP | HTML | CSS | Information Technology (IT) | Software Development | Software Engineering | MVC | JavaScript | Computer Science | AJAX | MySQL,https://wuzzuf.net/jobs/p/yqp2Mq5ccBiU-Senior-PHP-Developer-Daeem-Delivery-Giza-Egypt?o=657&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Daeem-Delivery-Egypt-79996
Account Manager,34ML,"Heliopolis, Cairo, Egypt ",Posted 13 days ago,0 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Customer Service/Support,Handling clients | Communication Skills | Software | Management | Business | Skills | Communication | Customer Service | Operations | Account Managment | Sales | Sales Skills | Sales Target | Marketing | MS | Customer | Customer Care | Clients,https://wuzzuf.net/jobs/p/YMiLYot9KIAv-Account-Manager-34ML-Cairo-Egypt?o=658&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/34way-Egypt-15979
Senior Devops Engineer,Expleo,"Maadi, Cairo, Egypt ",Posted 13 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Engineering | Java | Information Technology (IT) | Azure DevOps Server | Git | Software Development | Computer Science | AWS | Docker | Jenkins | Python | REST | JSON,https://wuzzuf.net/jobs/p/Rv9LtP5JoSoS-Senior-Devops-Engineer-Expleo-Cairo-Egypt?o=659&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SQS-Egypt-Egypt-2422
Web Developer,SMSA EXPRESS,"Giza, Egypt ",Posted 14 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Software Development | Web Development | .NET | Development | Web | HTML | C# | SQL | Design | Java | Adobe Photoshop | Programming,https://wuzzuf.net/jobs/p/ryPQ0zmjo4rq-Web-Developer-SMSA-EXPRESS-Giza-Egypt?o=660&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SMSA-Egypt-33832
Junior Full Stack .Net Developer,aliaict,"Nasr City, Cairo, Egypt ",Posted 13 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Asp.Net | Angular TS | ADO | SQL | HTML | jQuery | Restful | API | TFS | C# | Information Technology (IT) | Computer Science | Communication Skills | Computer Skills | Software | Software Development | Software Engineering | CSS | Angular | Design | .Net | JavaScript,https://wuzzuf.net/jobs/p/lnFRLQYjOJP8-Junior-Full-Stack-Net-Developer-aliaict-Cairo-Egypt?o=661&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/aliaict-Egypt-38130
Technical Consulting Specialist (Entry Level - Riyadh) (ITSM & ITOM Solutions),Alnafitha,"Riyadh, Saudi Arabia ",Posted 17 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,CCNA | Computer Science | ITIL Expert | ISO 20000 Foundation | ManageEngine Certified Solution Expert | Microsoft Certified System Engineer | Unix/Linux | Vmware | Hyper-V | MySQL | MSSQL. | Hardware | Information Technology (IT) | Networking | Software | technical | Technical Support,https://wuzzuf.net/jobs/p/eM6QeQL8gE9d-Technical-Consulting-Specialist-Entry-Level---Riyadh-ITSM-ITOM-Solutions-Alnafitha-Riyadh-Saudi-Arabia?o=662&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alnafitha-Egypt-40716
UI and UX Design and Development,ParamInfo,"Abu Dhabi, United Arab Emirates ",Posted 17 days ago,4 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,UI Design | UX Design | Web Development | Adobe Creative Suite | CSS | Design | HTML5 | Information Technology (IT) | Computer Science | JSON | Programming | JavaScript | UI | UX | Software,https://wuzzuf.net/jobs/p/GwqRk4vYNup6-UI-and-UX-Design-and-Development-ParamInfo-Abu-Dhabi-United-Arab-Emirates?o=663&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/ParamInfo-United-Arab-Emirates-25293
Technical Team Lead (.Net),BI-Technologies,"New Cairo, Cairo, Egypt ",Posted 13 days ago,5 to 12 years,Manager ,Bachelor's Degree,"Confidential, Transportation, Medical Insurance, Social Insurance, Life Insurance, Retirement Plan And Profit Share",IT/Software Development | Operations/Management | Engineering - Telecom/Technology,ASP.Net | .Net | Computer Science | Design | Engineering | HTML5 | Information Technology (IT) | JavaScript | MVC | team lead | leader | jQuery | Software Development | Computer Engineering | SQL,https://wuzzuf.net/jobs/p/yMPsJYHupFG1-Technical-Team-Lead-Net-BI-Technologies-Cairo-Egypt?o=664&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BI-Technologies-Egypt-14526
Senior Technical Consulting Specialist (ITSM & ITOM Solutions) (Dammam),Alnafitha,"Dammam, Saudi Arabia ",Posted 17 days ago,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,CCNA | Networking | Computer Science | Software | Hardware | ITIL Expert | ISO 20000 Foundation | ManageEngine Certified Solution | Microsoft Certified System Engineer | Information Technology (IT) | Microsoft | technical | Technical Support,https://wuzzuf.net/jobs/p/cDveZrF83axa-Senior-Technical-Consulting-Specialist-ITSM-ITOM-Solutions-Dammam-Alnafitha-Dammam-Saudi-Arabia?o=665&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alnafitha-Egypt-40716
BI Developer,Alkan CIT,"Mokattam, Cairo, Egypt ",Posted 13 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,BI | business | Data | Big Data | Software Development | Information Technology (IT),https://wuzzuf.net/jobs/p/jeAhVOjnaos7-BI-Developer-Alkan-CIT-Cairo-Egypt?o=666&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alkan-CIT-Egypt-3148
Senior Technical Consulting Specialist (Remote) (ITSM & ITOM Solutions),Alnafitha,"Riyadh, Saudi Arabia ",Posted 17 days ago,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,CCNA | Computer Science | •ITIL Expert | ISO 20000 Foundation | Manage Engine Certified | Microsoft Certified System | MySQL | PostgreSQL | MSSQL | IT Service Management (ITSM) | IT Operation Management (ITOM) | Hardware | Information Technology (IT) | Microsoft | Networking | Software | technical | Technical Support,https://wuzzuf.net/jobs/p/qZnSdVaNNLtE-Senior-Technical-Consulting-Specialist-Remote-ITSM-ITOM-Solutions-Alnafitha-Riyadh-Saudi-Arabia?o=667&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alnafitha-Egypt-40716
Technical Development Lead,zVendo.com,"Heliopolis, Cairo, Egypt ",Posted 14 days ago,More than 8 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Agile | Communication | Communication skills | Information Technology (IT) | Management | Leadership | Java | PHP | Sales | Computer Science | Android | Software Development | Software Engineering | iOS | Swift | Frontend,https://wuzzuf.net/jobs/p/kLnlcO5DVzHD-Technical-Development-Lead-zVendo-com-Cairo-Egypt?o=668&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/zVendo.com-Egypt-71778
Technical Consulting Expert (Microsoft Exchange/ O365),Alnafitha,"Cairo, Egypt ",Posted 17 days ago,8 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,"•	Microsoft 365 Certified | •	Microsoft 365 Identity | •	Microsoft 365 Mobility | •	Microsoft 365 Messaging | Sharepoint | Microsoft Exchange Server | Microsoft Active Directory | Windows Virtual Desktop | •	IT networking | Microsoft Modern workplace | Information Technology (IT) | Computer Science | Configuration | Networking | Technical Support | Software",https://wuzzuf.net/jobs/p/pLVlzbAOxe9D-Technical-Consulting-Expert-Microsoft-Exchange-O365-Alnafitha-Cairo-Egypt?o=669&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alnafitha-Egypt-40716
Senior Technical Consulting Specialist (Cloud DevOps),Alnafitha,"Cairo, Egypt ",Posted 17 days ago,7 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,MCSE | Computer Science | ITIL | Azure DevOps Server | AWS | Information Technology (IT) | Maintenance | Microsoft | Networking | technical | SQL | Software,https://wuzzuf.net/jobs/p/k2h76r1688ie-Senior-Technical-Consulting-Specialist-Cloud-DevOps-Alnafitha-Cairo-Egypt?o=670&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alnafitha-Egypt-40716
"Senior Full Stack Mobile Application Developer (IOS, Android & Flutter)",Confidential Company,"Maadi, Cairo, Egypt ",Posted 14 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Software Development | Android Design | Android | Computer Science | GIT | APIs | Offline Storage | RESTful | UI | Android SDK | Software Engineering | Engineering | flutter | ionic | ios | iphone | RESTful APIs | Design | Mobile Development | JavaScript | Development | JIRA | Engineering Services | Agile Software Development | Java Software Development | Software Development Life Cycle | Android Software | Agile Software | RESTful API | RESTful Web Services | Web API | API | Computer Programs | Computer Systems | Data Science | Computer,https://wuzzuf.net/jobs/p/KaS8cNyWXCIw-Senior-Full-Stack-Mobile-Application-Developer-IOS-Android-Flutter-Cairo-Egypt?o=671&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Senior Backend Developer (Java),Confidential Company,"New Cairo, Cairo, Egypt ",Posted 13 days ago,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Java Software Development | RESTful API | Spring Boot | Microservice Architecture | MongoDB | Mysql Database | Java Development | Back-End Development | Architecture | backend | Computer Science | API | Development | RESTful | Software Development | Spring | Software Engineering | Programming | Information Technology (IT) | Java,https://wuzzuf.net/jobs/p/4kksPNYb9g1C-Senior-Backend-Developer-Java-Cairo-Egypt?o=672&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Software Product Owner,3S Software,"Nasr City, Cairo, Egypt ",Posted 2 months ago,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,MS Office | Agile | Analysis | business | Business Analysis | Communication skills | Computer Science | Engineering | Software Development | Software | Information Technology (IT) | English | Microsoft Office | Microsoft Visio | Scrum | Product Owner,https://wuzzuf.net/jobs/p/7kgv1AZZScMO-Software-Product-Owner-3S-Software-Cairo-Egypt?o=673&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/3S-Software-Egypt-14128
Senior Test Automation Engineer (Selenium/C#),Expleo,"Maadi, Cairo, Egypt ",Posted 14 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Automation | Testing | Computer Science | Information Technology (IT) | Automation Testing | Software Testing | Quality | Selenium | Programming | Engineering | Communication skills | Java | JIRA | test automation,https://wuzzuf.net/jobs/p/4FTH0BY8lz0x-Senior-Test-Automation-Engineer-SeleniumC-Expleo-Cairo-Egypt?o=674&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SQS-Egypt-Egypt-2422
Senior PHP Developer - Laravel,Confidential Company,"Maadi, Cairo, Egypt ",Posted 14 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,"16000 to 18500 EGP Per Month, Rewards",Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,PHP | MySQL | Web Development | Web Design | Development | Linux | Symfony2 | Mongo | Angular | PHP5 | Laravel | Information Technology (IT) | Software Development | Software Engineering | HTML | CSS | JavaScript | JSON | HTTP | Computer Science | CS | AWS | Backend | Frontend | Engineering | AngularJS | MVC | Elastic Search | Amazon | Startup | Codeigniter | Git | AJAX | Design | APIs,https://wuzzuf.net/jobs/p/4TPuPhuT9zLQ-Senior-PHP-Developer---Laravel-Cairo-Egypt?o=675&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Technical Consulting Specialist (Modern Workplace),Alnafitha,"Riyadh, Saudi Arabia ",Posted 17 days ago,5 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Sharepoint | Microsoft Office 365 | Microsoft Active Directory | Microsoft Exchange Server | Networking | modern workplace | Configuration | Engineering | Hardware | Software | technical | IT,https://wuzzuf.net/jobs/p/xaLfTjBFFqOD-Technical-Consulting-Specialist-Modern-Workplace-Alnafitha-Riyadh-Saudi-Arabia?o=676&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alnafitha-Egypt-40716
